brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
ford, Fiesta,2018,Automatic,12600.0,Petrol,145.0,48.7,1.0,13490
bmw, X3,2019,Semi-Auto,6597.0,Petrol,145.0,,3.0,56950
merc, M Class,2014,Semi-Auto,71657.0,Diesel,,44.8,2.1,15998
merc, C Class,2017,Semi-Auto,24698.0,Petrol,145.0,,2.0,23111
bmw, X1,2019,Semi-Auto,5547.0,Diesel,,47.9,2.0,24000
hyundi, I20,2018,Manual,4650.0,Petrol,145.0,56.5,1.0,11995
hyundi, I40,2017,Manual,30000.0,Diesel,150.0,67.3,1.7,10995
merc, A Class,2017,Automatic,46434.0,Diesel,20.0,74.3,1.5,14480
vauxhall, Insignia,2016,Manual,19380.0,Petrol,125.0,,1.4,10000
hyundi, Kona,2018,Manual,15892.0,Petrol,145.0,52.3,1.0,12769
audi, A1,2018,Manual,11066.0,Petrol,150.0,57.7,1.4,14750
bmw, 2 Series,2015,Manual,71670.0,Diesel,20.0,68.9,2.0,9295
ford, Mondeo,2019,Manual,22.0,Diesel,145.0,65.7,2.0,19500
vw, Polo,2019,Manual,6530.0,Petrol,145.0,47.9,1.0,13400
audi, Q2,2019,Semi-Auto,2631.0,Petrol,145.0,33.2,2.0,29500
merc, GLE Class,2019,Automatic,5214.0,Diesel,145.0,32.5,3.0,53990
ford, Fiesta,2018,Manual,14415.0,Petrol,145.0,65.7,1.0,10950
vauxhall, Viva,2016,Manual,28544.0,Petrol,20.0,62.8,1.0,5291
ford, Fiesta,2017,Manual,9823.0,Petrol,145.0,62.8,1.0,12495
hyundi, I10,2018,Manual,5145.0,Petrol,145.0,60.1,1.0,7995
vauxhall, Corsa,2019,Manual,14712.0,Petrol,145.0,43.5,1.4,9495
hyundi, Tucson,2017,Manual,12490.0,Petrol,160.0,44.8,1.6,12995
bmw, X3,2019,Automatic,6527.0,Diesel,145.0,54.3,2.0,33606
ford, Focus,2018,Manual,26052.0,Petrol,145.0,,1.0,12610
merc, A Class,2017,Manual,34726.0,Diesel,30.0,62.8,2.1,16162
audi, A8,2017,Automatic,4510.0,Diesel,145.0,50.4,3.0,33330
merc, A Class,2020,Manual,16.0,Petrol,145.0,47.1,1.3,23980
skoda, Fabia,2018,Manual,14658.0,Petrol,150.0,57.7,1.0,8875
ford, B-MAX,2015,Manual,28115.0,Petrol,30.0,55.4,1.0,8995
merc, A Class,2020,Semi-Auto,2000.0,Petrol,145.0,40.9,2.0,29995
vw, Tiguan,2019,Semi-Auto,9087.0,Diesel,145.0,40.4,2.0,23970
vw, Touran,2017,Semi-Auto,31000.0,Diesel,30.0,65.7,1.6,17495
bmw, 3 Series,2019,Automatic,9839.0,Diesel,145.0,,2.0,25480
ford, Focus,2018,Manual,11000.0,Petrol,145.0,57.7,1.0,13500
merc, CLS Class,2018,Semi-Auto,17000.0,Diesel,150.0,48.7,2.9,32990
toyota, Yaris,2018,Manual,8138.0,Petrol,,47.1,1.5,11290
ford, Fiesta,2018,Manual,10820.0,Petrol,145.0,56.5,1.0,11500
toyota, Aygo,2017,Automatic,38211.0,Other,150.0,67.3,1.0,7990
ford, Kuga,2014,Manual,52681.0,Diesel,145.0,53.3,2.0,9298
audi, A1,2019,Manual,17175.0,Petrol,145.0,50.4,1.0,17500
merc, C Class,2019,Automatic,5044.0,Diesel,145.0,61.4,2.0,28896
ford, Fiesta,2017,Manual,31413.0,Petrol,145.0,65.7,1.0,8500
skoda, Fabia,2017,Semi-Auto,22465.0,Petrol,150.0,60.1,1.2,10991
merc, CLA Class,2020,Automatic,3600.0,Petrol,145.0,33.2,2.0,54900
ford, Mondeo,2017,Automatic,10162.0,Petrol,,38.2,5.0,15499
ford, Fiesta,2018,Manual,16552.0,Diesel,150.0,58.9,1.5,11000
vauxhall, Astra,2013,Manual,24000.0,Petrol,,47.9,1.4,7999
ford, Mondeo,2018,Manual,27856.0,Diesel,145.0,47.1,2.0,12890
toyota, Aygo,2017,Manual,7287.0,Petrol,145.0,68.9,1.0,8498
audi, Q7,2018,Automatic,6591.0,Diesel,145.0,33.2,3.0,45000
hyundi, Kona,2018,Manual,9133.0,Petrol,,52.3,1.0,12998
audi, Q3,2019,Manual,4000.0,Petrol,145.0,40.9,1.5,24990
vauxhall, Astra,2019,Automatic,10.0,Petrol,145.0,42.8,1.4,17399
audi, A3,2019,Manual,10065.0,Petrol,145.0,47.1,1.0,21656
audi, A6,2014,Semi-Auto,52419.0,Diesel,30.0,64.2,2.0,13491
bmw, 4 Series,2018,Manual,11455.0,Petrol,150.0,46.3,2.0,20991
vauxhall, Astra,2019,Manual,22825.0,Petrol,145.0,52.3,1.4,10483
vauxhall, Astra,2016,Manual,31727.0,Petrol,,51.4,1.4,8998
vauxhall, Combo Life,2019,Manual,8521.0,Diesel,,53.3,1.5,20500
ford, Focus,2017,Manual,25526.0,Petrol,145.0,41.5,2.0,17630
vauxhall, Mokka,2014,Manual,56136.0,Diesel,30.0,62.8,1.7,7299
merc, GLA Class,2016,Automatic,49000.0,Petrol,200.0,43.5,2.0,18400
toyota, Yaris,2017,Manual,21049.0,Petrol,30.0,58.0,1.3,8995
vw, Golf,2017,Manual,18784.0,Petrol,,39.8,2.0,20890
audi, A6,2019,Automatic,6000.0,Diesel,145.0,50.4,2.0,32000
hyundi, I10,2019,Manual,497.0,Petrol,150.0,60.1,1.0,8700
vauxhall, Corsa,2019,Manual,388.0,Petrol,145.0,43.5,1.4,10790
vw, Polo,2019,Manual,4361.0,Diesel,145.0,57.7,1.6,13790
vauxhall, Crossland X,2019,Semi-Auto,4915.0,Petrol,145.0,42.2,1.2,14495
hyundi, IX20,2016,Automatic,9574.0,Petrol,205.0,43.6,1.6,9495
toyota, Aygo,2017,Manual,27500.0,Petrol,145.0,69.0,1.0,6999
toyota, Aygo,2017,Manual,18000.0,Petrol,145.0,68.9,1.0,7995
merc, GLA Class,2015,Semi-Auto,48618.0,Diesel,,55.4,2.1,17199
audi, A1,2018,Manual,4552.0,Petrol,150.0,55.4,1.4,14450
merc, E Class,2019,Automatic,9.0,Diesel,145.0,57.7,2.0,37995
ford, Kuga,2018,Manual,44934.0,Diesel,145.0,64.2,1.5,14499
vauxhall, Mokka X,2018,Manual,32432.0,Petrol,145.0,,1.4,10680
ford, EcoSport,2019,Manual,6770.0,Diesel,145.0,68.9,1.5,15999
hyundi, Ioniq,2018,Automatic,22508.0,Hybrid,,78.5,1.6,13998
ford, Fiesta,2017,Manual,21687.0,Petrol,145.0,65.7,1.0,9999
ford, Kuga,2019,Manual,1841.0,Petrol,145.0,35.3,1.5,22499
merc, C Class,2016,Semi-Auto,13795.0,Diesel,30.0,65.7,1.6,16998
toyota, Aygo,2013,Manual,29446.0,Petrol,0.0,65.7,1.0,5500
merc, C Class,2019,Semi-Auto,12902.0,Diesel,145.0,61.4,2.0,24499
merc, C Class,2015,Manual,42785.0,Diesel,20.0,68.9,2.1,14999
toyota, Aygo,2017,Manual,17047.0,Petrol,0.0,69.0,1.0,6550
vauxhall, Corsa,2016,Manual,22519.0,Petrol,,55.4,1.4,6199
vw, Shuttle,2016,Manual,20074.0,Diesel,200.0,47.1,2.0,16998
toyota, Yaris,2012,Manual,26285.0,Petrol,125.0,51.4,1.3,5481
vw, Polo,2016,Manual,35768.0,Petrol,20.0,60.1,1.2,7999
merc, C Class,2018,Semi-Auto,12234.0,Diesel,145.0,57.7,2.0,27500
audi, A1,2015,Manual,32472.0,Petrol,30.0,55.4,1.4,13000
vw, Tiguan,2017,Manual,34168.0,Petrol,,48.7,1.4,18690
toyota, Auris,2016,Manual,41281.0,Petrol,30.0,58.9,1.2,8871
toyota, RAV4,2018,Automatic,10864.0,Hybrid,140.0,,2.5,25980
merc, C Class,2019,Automatic,7264.0,Diesel,145.0,55.4,2.0,30799
vauxhall, Grandland X,2018,Automatic,8166.0,Petrol,145.0,54.3,1.2,16220
toyota, Yaris,2017,Automatic,20000.0,Hybrid,,78.0,1.5,13490
audi, Q7,2016,Semi-Auto,65019.0,Diesel,,47.9,3.0,28990
vw, Touran,2016,Manual,34000.0,Diesel,30.0,64.2,1.6,14990
vauxhall, Mokka X,2018,Manual,31113.0,Petrol,150.0,39.2,1.4,12000
vw, Golf,2013,Manual,77610.0,Diesel,0.0,74.3,1.6,6195
skoda, Fabia,2016,Semi-Auto,15892.0,Petrol,20.0,60.1,1.2,11199
merc, C Class,2019,Semi-Auto,4200.0,Diesel,145.0,60.1,1.6,27295
bmw, 3 Series,2020,Semi-Auto,11.0,Diesel,145.0,47.9,3.0,35995
vauxhall, Corsa,2017,Manual,,Petrol,145.0,55.4,1.4,8100
vauxhall, Corsa,2019,Manual,1216.0,Petrol,,43.5,1.4,9995
vw, Tiguan,2018,Manual,9676.0,Petrol,145.0,46.3,1.4,19850
vauxhall, Corsa,2019,Manual,899.0,Petrol,145.0,,1.4,10990
audi, Q2,2019,Semi-Auto,4084.0,Petrol,145.0,40.9,1.5,23495
skoda, Kodiaq,2019,Automatic,11104.0,Diesel,145.0,39.2,2.0,28485
skoda, Fabia,2019,Manual,3993.0,Petrol,145.0,,1.0,11999
bmw, X1,2016,Manual,56046.0,Diesel,20.0,68.9,2.0,13099
vw, Golf,2019,Manual,6123.0,Petrol,145.0,45.6,1.5,21490
vw, Touran,2019,Automatic,12647.0,Petrol,,38.7,1.5,24290
merc, SL CLASS,2019,Automatic,767.0,Petrol,145.0,29.4,3.0,59899
ford, Kuga,2016,Manual,36215.0,Diesel,125.0,60.1,2.0,12740
vauxhall, Astra,2017,Manual,18396.0,Diesel,0.0,80.7,1.6,11000
vw, Polo,2019,Semi-Auto,9922.0,Petrol,145.0,46.3,1.0,15995
vw, Up,2019,Manual,3445.0,Petrol,145.0,54.3,1.0,9291
vw, Polo,2018,Manual,17000.0,Petrol,145.0,64.2,1.0,12495
ford, Fiesta,2016,Manual,9828.0,Petrol,125.0,54.3,1.2,8520
skoda, Yeti Outdoor,2017,Semi-Auto,27500.0,Petrol,145.0,51.4,1.2,13990
vw, Golf,2014,Automatic,45165.0,Diesel,20.0,67.3,1.6,9500
bmw, X3,2016,Semi-Auto,9214.0,Diesel,150.0,54.3,2.0,22950
ford, Fiesta,2018,Manual,7064.0,Petrol,145.0,64.2,1.1,9995
audi, A3,2017,Manual,13510.0,Petrol,145.0,61.4,1.4,13700
audi, Q2,2019,Automatic,4500.0,Petrol,145.0,42.2,1.5,26000
vauxhall, Zafira,2017,Manual,23976.0,Petrol,200.0,41.5,1.4,11250
ford, EcoSport,2018,Manual,4777.0,Petrol,145.0,54.3,1.0,15000
bmw, 4 Series,2019,Semi-Auto,1678.0,Petrol,145.0,48.7,2.0,25450
bmw, 4 Series,2018,Semi-Auto,29101.0,Diesel,,65.7,2.0,21850
merc, GLS Class,2017,Automatic,25237.0,Diesel,305.0,37.2,3.0,38459
bmw, 3 Series,2017,Automatic,31501.0,Other,0.0,134.5,2.0,17000
vauxhall, Crossland X,2019,Manual,5904.0,Petrol,145.0,47.1,1.2,14750
ford, Focus,2015,Manual,69000.0,Diesel,0.0,,1.5,6490
vauxhall, Astra,2007,Manual,71000.0,Diesel,200.0,46.3,1.9,2499
vauxhall, Astra,2016,Manual,85677.0,Diesel,0.0,83.1,1.6,6925
audi, A3,2017,Manual,20949.0,Petrol,200.0,40.4,2.0,20999
vw, Polo,2017,Manual,25000.0,Petrol,145.0,61.4,1.4,12690
vw, Golf,2016,Manual,19245.0,Diesel,20.0,67.3,2.0,16360
merc, GLC Class,2019,Semi-Auto,9469.0,Diesel,145.0,56.5,2.1,30980
merc, B Class,2009,Automatic,64000.0,Petrol,240.0,40.9,1.5,4695
audi, A1,2017,Manual,5697.0,Petrol,145.0,,1.4,13390
merc, E Class,2019,Semi-Auto,513.0,Diesel,145.0,45.6,2.0,32500
ford, Focus,2013,Manual,44000.0,Petrol,30.0,56.5,1.0,6250
hyundi, I20,2019,Manual,1027.0,Petrol,145.0,46.3,1.2,11990
toyota, Avensis,2003,Manual,167054.0,Diesel,205.0,,2.0,850
bmw, 5 Series,2019,Semi-Auto,101.0,Petrol,145.0,50.4,2.0,28450
merc, C Class,2019,Semi-Auto,5071.0,Diesel,145.0,55.4,2.0,29549
toyota, Aygo,2017,Semi-Auto,5900.0,Petrol,145.0,67.3,1.0,9250
audi, SQ5,2013,Automatic,,Diesel,260.0,,3.0,17940
ford, Galaxy,2013,Automatic,52100.0,Diesel,200.0,47.1,2.0,9795
vauxhall, Mokka X,2019,Manual,9830.0,Petrol,145.0,39.2,1.4,14595
merc, V Class,2019,Semi-Auto,3238.0,Diesel,145.0,36.7,2.0,51000
ford, Focus,2019,Manual,1500.0,Petrol,145.0,60.1,1.0,17000
audi, Q2,2017,Semi-Auto,20630.0,Diesel,145.0,57.7,2.0,20990
audi, A5,2019,Automatic,2500.0,Petrol,145.0,40.4,2.0,27450
vw, Golf,2015,Manual,26680.0,Petrol,150.0,47.1,2.0,15995
merc, SL CLASS,2010,Automatic,79000.0,Petrol,555.0,,3.5,11975
bmw, 3 Series,2016,Automatic,36157.0,Hybrid,0.0,134.5,2.0,17532
hyundi, Tucson,2016,Manual,24340.0,Diesel,125.0,58.9,2.0,15995
ford, Fiesta,2017,Manual,26324.0,Petrol,,65.7,1.0,10590
vw, T-Roc,2018,Manual,13168.0,Petrol,145.0,44.1,1.0,19995
merc, A Class,2016,Manual,28000.0,Diesel,20.0,72.4,1.5,12995
bmw, 3 Series,2019,Semi-Auto,11571.0,Diesel,145.0,54.3,2.0,22980
vauxhall, Grandland X,2019,Manual,11847.0,Petrol,145.0,44.1,1.2,18495
vw, Tiguan,2016,Manual,55730.0,Diesel,145.0,53.3,2.0,11899
skoda, Rapid,2017,Manual,24451.0,Diesel,145.0,74.3,1.6,9424
audi, A3,2016,Manual,28403.0,Diesel,0.0,83.1,1.6,11498
ford, Fiesta,2018,Manual,18847.0,Petrol,150.0,65.7,1.0,9591
ford, EcoSport,2018,Manual,14877.0,Diesel,145.0,68.9,1.5,12899
merc, B Class,2018,Manual,6423.0,Diesel,145.0,68.9,1.5,15500
ford, Focus,2019,Manual,6500.0,Petrol,145.0,,1.0,16880
skoda, Octavia,2016,Manual,24615.0,Petrol,30.0,57.7,1.2,9998
vauxhall, Grandland X,2019,Manual,10.0,Petrol,145.0,44.1,1.2,16300
vw, Polo,2017,Semi-Auto,12000.0,Petrol,145.0,60.1,1.2,12995
merc, E Class,2017,Semi-Auto,22810.0,Diesel,145.0,65.7,2.0,22299
vw, Golf,2019,Manual,4000.0,Diesel,145.0,55.4,2.0,21995
vauxhall, Insignia,2016,Manual,17713.0,Diesel,20.0,68.9,1.6,10995
ford, Fiesta,2017,Manual,32770.0,Petrol,,65.7,1.0,7500
ford, Mondeo,2017,Automatic,11857.0,Petrol,235.0,38.2,2.0,18500
audi, A3,2016,Manual,116310.0,Diesel,0.0,83.1,1.6,7500
vauxhall, Astra,2016,Manual,63970.0,Diesel,0.0,,1.6,7000
merc, C Class,2018,Semi-Auto,22318.0,Diesel,145.0,67.3,2.1,22201
vw, Sharan,2019,Semi-Auto,6000.0,Diesel,,,2.0,28490
vauxhall, Crossland X,2019,Manual,19271.0,Petrol,,47.1,1.2,10799
vw, Touran,2016,Manual,21376.0,Diesel,125.0,61.4,1.6,14495
audi, A3,2018,Manual,17992.0,Petrol,150.0,54.3,1.5,18950
skoda, Citigo,2018,Manual,18047.0,Petrol,145.0,,1.0,6995
toyota, Yaris,2017,Manual,12091.0,Petrol,145.0,58.9,1.5,10795
vauxhall, Astra,2017,Manual,31738.0,Petrol,150.0,62.8,1.0,9999
ford, Fiesta,2015,Manual,31000.0,Petrol,125.0,,1.2,7499
vw, Passat,2019,Semi-Auto,5512.0,Hybrid,135.0,,1.4,32000
bmw, 1 Series,2013,Manual,60000.0,Diesel,30.0,65.7,1.6,7990
bmw, 3 Series,2018,Semi-Auto,23050.0,Petrol,145.0,48.7,2.0,19998
skoda, Yeti Outdoor,2017,Manual,20718.0,Diesel,30.0,62.8,2.0,12495
toyota, Aygo,2018,Manual,28023.0,Petrol,145.0,69.0,1.0,6600
merc, GLC Class,2019,Automatic,7318.0,Diesel,,40.9,2.0,38790
ford, Focus,2017,Manual,16549.0,Diesel,150.0,74.3,1.5,12498
bmw, M3,2004,Manual,60000.0,Petrol,325.0,23.3,3.2,17850
vauxhall, Mokka X,2018,Manual,31723.0,Petrol,150.0,47.1,1.4,11900
skoda, Yeti,2016,Manual,13757.0,Petrol,125.0,51.4,1.2,11355
ford, Fiesta,2016,Manual,15636.0,Petrol,125.0,54.3,1.2,9500
ford, C-MAX,2017,Semi-Auto,10194.0,Diesel,,64.2,1.5,11698
audi, Q5,2020,Semi-Auto,2500.0,Diesel,145.0,,2.0,45000
merc, E Class,2018,Semi-Auto,1746.0,Diesel,145.0,57.7,2.0,28849
vauxhall, Mokka,2016,Manual,69000.0,Diesel,20.0,,1.6,7777
merc, E Class,2019,Semi-Auto,1000.0,Diesel,145.0,70.6,2.0,35099
hyundi, IX35,2015,Manual,47300.0,Diesel,145.0,53.3,1.7,7950
hyundi, I800,2018,Manual,38984.0,Diesel,,37.7,2.5,14900
ford, Focus,2019,Manual,13331.0,Petrol,145.0,60.1,1.0,16499
ford, Fiesta,2016,Manual,19764.0,Petrol,0.0,65.7,1.0,8439
bmw, 2 Series,2016,Semi-Auto,43774.0,Diesel,30.0,64.2,2.0,14980
skoda, Fabia,2016,Manual,51449.0,Petrol,20.0,60.1,1.2,6850
toyota, Aygo,2018,Manual,900.0,Petrol,145.0,68.9,1.0,8995
audi, Q3,2017,Manual,29041.0,Diesel,150.0,,2.0,19995
hyundi, Kona,2019,Semi-Auto,8086.0,Petrol,145.0,37.7,1.6,21990
hyundi, Santa Fe,2020,Semi-Auto,5000.0,Diesel,145.0,39.2,2.2,36995
vw, Polo,2017,Manual,21302.0,Petrol,,60.1,1.2,10100
merc, C Class,2015,Semi-Auto,43883.0,Diesel,125.0,60.1,2.1,16998
ford, Focus,2019,Manual,5127.0,Petrol,145.0,60.1,1.0,17520
audi, Q2,2019,Automatic,9400.0,Petrol,145.0,33.2,2.0,30990
vw, Golf,2016,Manual,66872.0,Diesel,20.0,68.9,2.0,9789
vauxhall, Astra,2018,Manual,13048.0,Petrol,145.0,51.4,1.4,12590
ford, Ka+,2018,Manual,8945.0,Petrol,150.0,57.7,1.2,8000
toyota, Aygo,2016,Manual,37267.0,Petrol,0.0,69.0,1.0,6300
bmw, 5 Series,2013,Automatic,88000.0,Diesel,145.0,55.4,2.0,10990
bmw, 2 Series,2019,Manual,3993.0,Petrol,145.0,42.8,1.5,20850
vw, Polo,2017,Manual,18208.0,Petrol,20.0,60.1,1.2,10899
bmw, 2 Series,2016,Manual,62379.0,Diesel,30.0,62.8,2.0,13699
ford, Galaxy,2019,Manual,10744.0,Diesel,145.0,55.4,2.0,21950
toyota, Aygo,2018,Manual,15587.0,Petrol,150.0,68.9,1.0,8675
vw, T-Roc,2019,Semi-Auto,1045.0,Diesel,,49.6,2.0,21995
audi, A3,2016,Semi-Auto,21246.0,Petrol,30.0,56.5,1.4,18192
ford, Kuga,2018,Manual,7395.0,Petrol,150.0,39.2,1.5,18998
ford, Fiesta,2014,Manual,29000.0,Petrol,30.0,54.3,1.2,6990
merc, A Class,2019,Automatic,3855.0,Petrol,145.0,28.5,1.3,23987
ford, Kuga,2018,Automatic,34947.0,Diesel,145.0,58.9,1.5,12999
bmw, 5 Series,2018,Automatic,5595.0,Petrol,145.0,29.1,3.0,33066
bmw, 5 Series,2018,Semi-Auto,28399.0,Petrol,150.0,39.2,3.0,29995
bmw, 1 Series,2019,Semi-Auto,11137.0,Diesel,145.0,72.4,1.5,16950
hyundi, I10,2016,Manual,46000.0,Petrol,20.0,60.1,1.0,5500
ford, Mondeo,2016,Automatic,6763.0,Petrol,160.0,44.8,1.5,13090
bmw, 1 Series,2015,Automatic,48916.0,Petrol,235.0,37.7,3.0,15499
ford, Focus,2019,Manual,4892.0,Petrol,145.0,60.1,1.0,17520
ford, Kuga,2013,Manual,67890.0,Diesel,145.0,53.3,2.0,9999
merc, GLE Class,2017,Semi-Auto,35354.0,Diesel,145.0,42.8,3.0,27980
toyota, Aygo,2014,Manual,69269.0,Petrol,0.0,,1.0,2991
vw, Tiguan,2020,Semi-Auto,1483.0,Diesel,145.0,39.2,2.0,38990
audi, A1,2016,Manual,27673.0,Petrol,,,1.0,11350
skoda, Superb,2019,Semi-Auto,13456.0,Diesel,145.0,62.8,2.0,18995
toyota, Yaris,2014,Manual,19569.0,Petrol,125.0,52.3,1.3,7250
merc, B Class,2019,Automatic,2255.0,Diesel,145.0,55.4,2.0,23480
bmw, X7,2019,Semi-Auto,3670.0,Diesel,145.0,,3.0,65000
skoda, Fabia,2016,Manual,21732.0,Petrol,20.0,60.1,1.2,7298
ford, Fiesta,2016,Automatic,14260.0,Petrol,0.0,57.7,1.0,10940
vauxhall, Astra,2016,Manual,7626.0,Diesel,20.0,72.4,1.6,10400
ford, Kuga,2017,Manual,19643.0,Diesel,125.0,60.1,2.0,16250
bmw, 3 Series,2019,Automatic,7469.0,Petrol,145.0,43.5,2.0,24886
ford, Fiesta,2019,Manual,15274.0,Petrol,145.0,60.1,1.0,12980
audi, A5,2019,Automatic,12062.0,Petrol,,39.8,2.0,24500
skoda, Yeti,2016,Manual,29426.0,Petrol,125.0,51.4,1.2,10350
skoda, Superb,2016,Semi-Auto,9271.0,Diesel,30.0,62.8,2.0,16246
vw, Tiguan,2017,Manual,31631.0,Petrol,150.0,48.7,1.4,17495
vauxhall, Astra,2017,Manual,38193.0,Petrol,,,1.0,9300
vw, Polo,2017,Manual,12359.0,Petrol,145.0,60.1,1.2,10990
ford, Kuga,2016,Manual,38687.0,Diesel,145.0,54.3,2.0,13499
vauxhall, Mokka,2014,Manual,38273.0,Petrol,205.0,43.5,1.6,7498
toyota, Aygo,2011,Automatic,43208.0,Petrol,20.0,61.4,1.0,5995
skoda, Octavia,2017,Manual,21266.0,Petrol,145.0,56.5,1.5,12990
bmw, X1,2019,Automatic,3796.0,Diesel,145.0,60.1,2.0,25406
ford, Edge,2017,Manual,22017.0,Diesel,160.0,48.7,2.0,18999
vw, Golf,2015,Manual,68888.0,Petrol,200.0,39.8,2.0,14929
bmw, 1 Series,2019,Manual,5000.0,Petrol,145.0,41.5,1.5,22895
audi, Q2,2018,Manual,37449.0,Diesel,145.0,49.6,1.6,17000
skoda, Octavia,2017,Manual,33748.0,Diesel,150.0,65.7,2.0,10695
vauxhall, Astra,2016,Manual,33012.0,Petrol,125.0,51.4,1.4,9499
ford, Focus,2017,Manual,,Petrol,145.0,41.5,2.0,17998
vw, Caravelle,2019,Automatic,9200.0,Diesel,150.0,32.8,2.0,38500
bmw, 3 Series,2016,Automatic,15659.0,Hybrid,0.0,148.7,2.0,16899
audi, Q3,2017,Manual,20250.0,Diesel,145.0,54.3,2.0,20495
ford, Kuga,2019,Manual,11266.0,Diesel,145.0,38.2,2.0,16499
vw, Golf,2019,Manual,8112.0,Petrol,145.0,49.6,1.0,17985
ford, EcoSport,2018,Manual,14453.0,Petrol,145.0,54.3,1.0,11660
ford, Fiesta,2017,Manual,17227.0,Petrol,,,1.0,9998
vw, Golf,2016,Manual,40263.0,Petrol,30.0,53.3,1.4,11650
audi, A3,2016,Automatic,72800.0,Hybrid,0.0,176.6,1.4,13000
merc, CL Class,2016,Automatic,11269.0,Petrol,125.0,53.3,1.6,17136
skoda, Octavia,2015,Manual,48000.0,Petrol,30.0,57.7,1.2,7495
vauxhall, Astra,2020,Manual,100.0,Petrol,145.0,,1.2,15390
merc, GLB Class,2020,Semi-Auto,1000.0,Diesel,145.0,47.9,2.0,30209
ford, Fiesta,2019,Manual,3239.0,Petrol,145.0,60.1,1.0,11995
skoda, Fabia,2017,Manual,15328.0,Petrol,145.0,60.1,1.2,8750
hyundi, I20,2016,Manual,42754.0,Petrol,20.0,58.9,1.0,7995
vauxhall, Astra,2016,Manual,23367.0,Diesel,20.0,72.4,1.6,10298
audi, Q3,2017,Manual,39120.0,Petrol,125.0,51.4,1.4,16990
toyota, Aygo,2019,Semi-Auto,5214.0,Petrol,145.0,56.5,1.0,11395
ford, EcoSport,2018,Semi-Auto,16320.0,Petrol,,48.7,1.0,15163
audi, A4,2019,Automatic,6000.0,Petrol,145.0,42.2,2.0,26490
vauxhall, Astra,2014,Manual,36000.0,Petrol,160.0,44.8,1.6,5995
audi, A3,2019,Semi-Auto,10439.0,Petrol,145.0,41.5,1.5,23300
audi, A6,2016,Manual,43438.0,Diesel,30.0,61.4,2.0,15750
ford, Tourneo Connect,2017,Manual,5094.0,Diesel,145.0,64.2,1.5,12998
toyota, Aygo,2018,Manual,17206.0,Petrol,145.0,,1.0,7495
vw, California,2019,Automatic,6739.0,Diesel,260.0,33.2,2.0,57991
vw, Tiguan,2016,Semi-Auto,37559.0,Diesel,160.0,49.6,2.0,17295
merc, A Class,2019,Semi-Auto,2563.0,Diesel,145.0,56.5,2.0,23199
ford, S-MAX,2019,Manual,12369.0,Diesel,145.0,54.3,2.0,25995
vw, Polo,2014,Manual,23500.0,Petrol,20.0,60.1,1.0,7990
audi, A3,2019,Semi-Auto,5326.0,Petrol,145.0,34.9,2.0,29450
vw, Golf,2017,Semi-Auto,34188.0,Petrol,205.0,39.8,2.0,21272
bmw, 3 Series,2019,Semi-Auto,5155.0,Diesel,,52.3,2.0,27999
vw, Tiguan,2017,Semi-Auto,29646.0,Petrol,,38.2,2.0,23447
audi, Q3,2019,Manual,3500.0,Petrol,145.0,40.9,1.5,24850
ford, Kuga,2019,Manual,16258.0,Diesel,145.0,,2.0,16499
bmw, 5 Series,2020,Semi-Auto,6.0,Hybrid,145.0,49.6,2.0,29950
vauxhall, Corsa,2015,Manual,43558.0,Petrol,30.0,55.4,1.4,6298
audi, Q3,2020,Semi-Auto,4432.0,Petrol,150.0,,1.5,33491
bmw, 3 Series,2016,Automatic,33332.0,Petrol,125.0,,1.5,12999
ford, Focus,2017,Manual,29254.0,Petrol,20.0,60.1,1.0,10450
vauxhall, Corsa,2016,Manual,16697.0,Petrol,30.0,54.3,1.4,7500
audi, A1,2017,Manual,20670.0,Petrol,30.0,57.6,1.4,12495
hyundi, Tucson,2017,Manual,13490.0,Diesel,30.0,61.7,1.7,13998
merc, GLA Class,2015,Semi-Auto,35585.0,Diesel,125.0,55.4,2.1,18980
ford, Ka+,2017,Manual,31611.0,Petrol,30.0,57.7,1.2,6800
hyundi, I10,2018,Manual,13330.0,Petrol,145.0,,1.0,7291
audi, A1,2014,Manual,35700.0,Petrol,125.0,,1.4,10700
vw, Polo,2018,Manual,32000.0,Petrol,,64.2,1.0,11495
merc, C Class,2017,Automatic,45960.0,Hybrid,0.0,134.5,2.0,19199
ford, Focus,2013,Manual,95723.0,Diesel,20.0,67.3,1.6,5820
ford, Focus,2016,Automatic,13000.0,Diesel,,,1.5,11995
vauxhall, Crossland X,2020,Manual,4.0,Petrol,145.0,47.1,1.2,16995
vw, Tiguan,2017,Semi-Auto,23533.0,Diesel,160.0,49.6,2.0,25690
merc, C Class,2017,Semi-Auto,27493.0,Hybrid,0.0,78.5,2.1,18998
audi, A4,2019,Manual,2124.0,Petrol,145.0,41.5,2.0,18698
ford, Fiesta,2018,Manual,27843.0,Petrol,145.0,65.7,1.0,10000
hyundi, I10,2009,Manual,55000.0,Petrol,30.0,56.5,1.2,1995
bmw, 1 Series,2015,Manual,35000.0,Diesel,30.0,65.7,2.0,13091
toyota, C-HR,2017,Automatic,31288.0,Hybrid,140.0,74.3,1.8,20750
vw, Golf,2017,Semi-Auto,22670.0,Petrol,30.0,54.3,1.0,14795
toyota, Aygo,2018,Manual,13278.0,Petrol,,68.9,1.0,8699
